id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
32870,@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you,like real life cartoon character love respect shit it keep,1,0,0,0,OFF,TIN,IND,10,23
74372,@USER And there's more murder gun deaths in states with strictest gun control. So how ignorant does that fact make you,there s murder gun deaths state strictest gun control ignorant fact make,1,0,0,0,OFF,TIN,GRP,12,21
18702,@USER Hell did they boycott McEnroe.....this is too much!!,hell boycott mcenroe this much,1,0,0,0,OFF,TIN,IND,5,9
77583,@USER Antifa needs a good ole boy ass beating...,antifa need good ole boy ass beat,1,0,0,0,OFF,TIN,IND,7,9
21315,@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit,cash book bandwagon not blame her liberals love throw money bullshit,3,1,0,0,OFF,TIN,GRP,11,20
48645,@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.,cross mind sheriff israel may order stand down democrats use tragedy public eye promote gun control shame things even come mind see much leave surprise anything,2,0,0,0,OFF,TIN,GRP,26,56
36435,@USER Amazing how Dems don’t feel they owe it to unborn generations to keep ILLEGALS out!!,amaze dems not feel owe unborn generations keep illegals out,1,0,0,0,OFF,TIN,GRP,10,16
30946,@USER Ahhh the left wing liberal Democrats.,ahhh leave wing liberal democrats,1,0,0,0,NOT,,,5,7
26704,@USER Because he support d Roseanne??,support roseanne,1,0,0,0,NOT,,,2,6
69946,#torylies #PeoplesVote  #StopBrexit  @USER  False news URL,torylies peoplesvote stopbrexit false news,1,3,1,0,NOT,,,5,7
43347,@USER I'm gonna show you the difference between FIRE &amp; AIR......... Sam Donald Gemini unpredictable like air itself...KAHLILI MACK ARIES...He is always gonna be on FIRE...Every snap of the ball every game the whole game.... Sam Donald trash trash trash  Like Donald Trump........,i m gon na show difference fire amp air sam donald gemini unpredictable like air itself kahlili mack aries he always gon na fire every snap ball every game whole game sam donald trash trash trash like donald trump,1,0,0,0,NOT,,,39,43
89233,@USER His back hole will look like the holland tunnel we he gets to the male prison,back hole look like holland tunnel get male prison,1,0,0,0,OFF,TIN,IND,9,17
99156,#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL,protest report sunderland except football fan one flag say westbrom it get worse even type maga mega mbga mcga conservatives patriots muslims farleft leftists doom lose not realise it civilwar soon,0,15,1,0,NOT,,,31,43
61734,@USER @USER @USER How about yours Chaplain. Liberals are fools.,chaplain liberals fool,3,0,0,0,OFF,TIN,GRP,3,10
60885,@USER Evil man. How would YOU know,evil man would know,1,0,0,0,NOT,,,4,7
18428,@USER @USER Typical antifa type and he’s not worth anyone’s time.,typical antifa type not worth anyone time,2,0,0,0,NOT,,,7,11
11671,@USER @USER @USER Totally. Just shown herself up to be a spoilt narcissist. The comment to the umpire that he will never be at her matches for as long as he lives? Just who does she think she is?? Not gracious in defeat. A disgrace to the sport.,totally show spoil narcissist comment umpire never match long live think be not gracious defeat disgrace sport,3,0,0,0,OFF,TIN,IND,17,48
43323,Americans make great clients! But so many appraisers carry out inspections on radical clients! Radical clients hate America! #MAGA,americans make great clients many appraisers carry inspections radical clients radical clients hate america maga,0,1,0,0,NOT,,,15,19
75968,@USER @USER Too bad Antifa crashes GOP townhalls.,bad antifa crash gop townhalls,2,0,0,0,OFF,TIN,IND,5,8
46498,@USER just saw your algae commercial blaming @USER that’s pretty rich considering you are the Gov and have done zero zip and now you want to be Senator of FL.,saw algae commercial blame pretty rich consider gov do zero zip want senator fl,2,0,0,0,OFF,TIN,IND,14,30
49221,@USER    What the fuck was that dildo rider antifa fuck going on about?,fuck dildo rider antifa fuck go about,1,0,0,0,OFF,TIN,IND,7,13
23724,@USER PIRATES OF DARK WATER!!! there's another one that I loved and wondered how the story would have turned out if it had been allowed to finish,pirate dark water there s another one love wonder story would turn allow finish,1,0,0,0,NOT,,,14,27
99364,@USER @USER Best female  tennis player ever? Arguably. Great player. She is starting to age and become less unbeatable.,best female tennis player ever arguably great player start age become less unbeatable,2,0,0,0,NOT,,,13,19
35958,@USER LOL you escaped some shit then... even if I don't regret watching it for a minute. #LoyalWolf,lol escape shit then even not regret watch minute loyalwolf,1,1,0,0,OFF,UNT,,10,18
72148,@USER ahhh ur mind!!! she IS ur dorter!!,ahhh ur mind ur dorter,1,0,0,0,NOT,,,5,8
90329,@USER *🎵da na na na🎵* you found josh's sex life.,da na na na find josh s sex life,1,0,0,2,NOT,,,9,10
26485,@USER @USER @USER @USER Voting for her as well. Democrat I assume.,vote well democrat assume,4,0,0,0,NOT,,,4,12
51230,@USER You’ve lost your mind. That shit is unsanitary af. URL,lose mind shit unsanitary af,1,0,1,0,OFF,UNT,,5,11
36082,@USER @USER @USER @USER @USER Always has been a Tory !,always tory,5,0,0,0,NOT,,,2,11
12422,@USER @USER You are an embarrassing citizen!!,embarrass citizen,2,0,0,0,OFF,TIN,IND,2,7
31877,@USER @USER @USER If by Conservatives you mean people that work and pay taxes to help support people like you then I guess we are dumb thinking that you would appreciate it instead of wanting more and more. Get a job start paying taxes and see how much you love any tax and spend gov.,conservatives mean people work pay tax help support people like guess dumb think would appreciate instead want more get job start pay tax see much love tax spend gov,3,0,0,0,OFF,TIN,OTH,29,55
16434,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER AHHHHHHH yes!!!! It's Amish Brother and Antifa Warrior Jaquonadiah. Thank you for clearing that up,ahhhhhhh yes amish brother antifa warrior jaquonadiah thank clear,11,0,0,0,NOT,,,9,26
53241,@USER @USER Oh dearGod!  You're a Veteran for gun control.,oh deargod veteran gun control,2,0,0,0,NOT,,,5,10
62686,@USER @USER Glad I wear Wranglers. So what gun control would you propose that will stop the criminals?,glad wear wranglers gun control would propose stop criminals,2,0,0,0,OFF,TIN,GRP,9,18
12719,@USER @USER The Pope is complicit.   Make no mistake.   Anyone who harms a child . . .,pope complicit make no mistake anyone harm child,2,0,0,0,OFF,TIN,IND,8,17
82702,@USER I love you Eric...You are such a good person with a great sense of humor! Haven was my favorite!!,love eric you good person great sense humor favorite,1,0,0,0,NOT,,,9,20
54792,@USER @USER Good one..But he is entirely responsible for the fallout that will undermine the USA for years to come..,good one but entirely responsible fallout undermine usa years come,2,0,0,0,NOT,,,10,20
29446,@USER About the same price as where you are though; but probably way more space.,price though probably way space,1,0,0,0,NOT,,,5,15
16687,@USER ......Google needs to be broken up....they are a threat to the country,google need break up they threat country,1,0,0,0,NOT,,,7,13
27890,@USER @USER I’m sure the air that he is breathing is also bad.,sure air breathe also bad,2,0,0,0,OFF,TIN,IND,5,13
13720,@USER josh as slave leia,josh slave leia,1,0,0,0,OFF,TIN,IND,3,5
33184,@USER You are all set! I have sent an email to your Gmail account to indicate the update. Have a great day! *HJF,set send email gmail account indicate update great day hjf,1,0,0,0,NOT,,,10,23
46159,"@USER Ya  Obama on trade  2-YEARS AGO:  Trump is just NOT TELLING THE TRUTH""  ""How STUPID could our leaders be"" Trump  God bless Trump! #MAGA #KAG .. (Full Link+Trump's ANSWER URL",ya obama trade 2 years ago trump not tell truth how stupid could leaders be trump god bless trump maga kag full link trump s answer,1,2,1,0,OFF,TIN,IND,26,31
22201,@USER How about Sessions indict him and his cohorts for Operation Fast and Furious,sessions indict cohorts operation fast furious,1,0,0,0,NOT,,,6,14
91030,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER (s)he is very affectionate and purrs non-stop.,s he affectionate purr non stop,15,0,0,0,NOT,,,6,22
94001,@USER One of a kind she is,one kind,1,0,0,0,NOT,,,2,7
27248,#WomenShouldRuleTheWorld that is all. URL via @USER,womenshouldruletheworld all via,1,1,1,0,NOT,,,3,7
28912,@USER We are playing Clue based on a high school party in the 80s when a federal judge was in his teens.  Does anyone really take this seriously?,play clue base high school party 80s federal judge teens anyone really take seriously,1,0,0,0,OFF,UNT,,14,28
77747,@USER 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT SUMS UP THE STATE OF LIBERALS,sum state liberals,1,0,0,1,NOT,,,3,9
77392,@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020,go hell not queen day believe less less every bite bullsh t pull nothing lie demonrat maga trump2020,1,2,0,0,OFF,TIN,IND,18,32
79500,@USER @USER @USER @USER I think she is trying to repair her image so she will be friendly to everyone. I hope they can all be friends. She needs to respect Fessy and Tyler's boundaries though now that their are dating other people.,think try repair image friendly everyone hope friends need respect fessy tyler s boundaries though date people,4,0,0,0,NOT,,,17,43
86554,@USER Playing dirty is the only way liberals can win at this point.  They are shameless.,play dirty way liberals win point shameless,1,0,0,0,OFF,TIN,GRP,7,16
14809,"@USER woman accusing Supreme Court nominee #Kavanaugh of physical and sexual assault should not be ignored or insulted,WhiteHouse senior counselor @USER says:BECAUSE A RAPIST &amp;ATEMPTED MURDERER Can’t GO FREE Because He Was 17yrs ,DRUNK &amp; WANTED IT❗️#tcot #pjnet #maga URL",woman accuse supreme court nominee kavanaugh physical sexual assault not ignore insult whitehouse senior counselor say because rapist amp atempted murderer not go free 17yrs drink amp want it tcot pjnet maga,2,4,1,1,NOT,,,32,40
68888,@USER @USER @USER The vast majority of guns on Chicago streets come from neighboring Indiana. States with toughest laws &amp; a way to keep guns out have lowest gun-related murder rates. (ala Hawaii) Smart gun control works!,vast majority gun chicago streets come neighbor indiana state toughest laws amp way keep gun lowest gun relate murder rat ala hawaii smart gun control work,3,0,0,0,NOT,,,26,37
89043,-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... URL,you would never guess employee play covet a fashion game ipad free time she strange phobia dog she amazingly weird jump foot in,0,0,1,2,OFF,TIN,IND,23,42
